show_id,type,title,cast,release_year,duration,listed_in,description,platform,min,season
s1073,Movie,"Mickey, Donald, Goofy: The Three Musketeers","Wayne Allwine, Tony Anselmo, Bill Farmer, Russi Taylor, Tress MacNeille, Jim Cummings",2004,71 min,"Action-Adventure, Animation, Family",An animated version of the classic tale starring three Disney favorites.,disney,71,min
s1074,Movie,Mickey's Birthday Party,"Walt Disney, Thelma Boardman, Pinto Colvig, Clarence Nash, Florence Gill",1942,9 min,"Animation, Comedy, Family",The gang gives Mickey a surprise birthday party. See details for advisory.,disney,9,min
s1075,Movie,Mickey's Christmas Carol,"Alan Young, Wayne Allwine, Hal Smith, Will Ryan, Eddy Carroll, Patricia Parris",1983,26 min,"Animation, Comedy, Family",All your Disney pals star in this retelling of a Dickens Christmas classic.,disney,26,min
s1076,Movie,Mickey's Delayed Date,sin dato,1947,7 min,"Animation, Comedy, Family",Pluto helps Mickey get ready when he forgets about his big date. See details for advisory.,disney,7,min
s1077,Movie,Mickey's Once Upon a Christmas,"Kelsey Grammer, Wayne Allwine, Russi Taylor, Tony Anselmo, Diane Michelle, Tress MacNeille",1999,67 min,"Animation, Anthology, Comedy",Join Mickey and his pals for tales of their most memorable Christmases.,disney,67,min
s1078,Movie,Mickey's Rival,"Walt Disney, Marcelite Garner, Sonny Dawson",1936,9 min,"Animation, Comedy, Family","Mickey's rival, Mortimer, strives for Minnie's affections. See details for advisory.",disney,9,min
s1079,Movie,Mickey's Trailer,"Clarence Nash, Pinto Colvig, Walt Disney",1938,8 min,"Animation, Comedy, Family","Mickey, Donald and Goofy are on an adventurous car trip. See details for advisory.",disney,8,min
s1080,Movie,Mickey's Twice Upon a Christmas,"Wayne Allwine, Tony Anselmo, Jeff Bennett, Jim Cummings, Bill Farmer, Tress MacNeille",2004,70 min,"Animation, Anthology, Comedy",Mickey and his pals learn the true meaning of Christmas…with Santa's help.,disney,70,min
s1081,Movie,Mighty Joe Young,"Bill Paxton, Charlize Theron, Rade Šerbedžija, Regina King, Peter Firth, Naveen Andrews",1998,116 min,"Action-Adventure, Animals & Nature, Family","Taken to Hollywood to hide, a mighty gorilla is chased by a hunter.",disney,116,min
s1082,Movie,Mike's New Car,"Billy Crystal, John Goodman",2002,5 min,"Animation, Buddy, Comedy",Mike and Sulley try to take Mike's new car for a ride.,disney,5,min
s1083,Movie,Minutemen,"Jason Dolley, Luke Benward, Nicholas Braun, Chelsea Staub, Steven McQueen, Kara Crane",2008,91 min,"Action-Adventure, Comedy, Science Fiction",Three teen outcasts invent a time machine to save their social lives.,disney,91,min
s1084,Movie,Miracle,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann, Kenneth Welsh, Eddie Cahill",2004,137 min,"Drama, Historical, Sports",The story of the 1980 U.S. Olympic hockey team's win over a seemingly invincible Soviet squad.,disney,137,min
s1085,Movie,Miracle at Midnight,"Sam Waterston, Mia Farrow, Justin Whalin, Patrick Malahide, Benedick Blythe",1998,89 min,"Drama, Historical",A family risks their lives to help their neighbors escape the Nazis.,disney,89,min
s1086,Movie,Miracle in Lane 2,"Frankie Muniz, Rick Rossovich, Molly Hagan, Patrick Levis, Roger Brown, Tuc Watkins",2000,90 min,"Biographical, Drama, Sports",A physically challenged boy strives to compete in a national soapbox derby.,disney,90,min
s1087,Movie,Miracle Landing on the Hudson,"Todd Boyce, Miriam Lucia, James McGregor, Nathan Nolan, Phillip Wright",2014,44 min,"Action-Adventure, Documentary","The true story of the terrifying, ultimately triumphant landing of Flight 1549 in the Hudson River.",disney,44,min
s1088,Movie,Mission to the Sun,"Henry Goodman, Jack Baker",2018,44 min,Documentary,A NASA mission to study the sun gathers data on potentially devastating solar storms.,disney,44,min
s1089,Movie,Moana,"Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Nicole Scherzinger, Jemaine Clement",2016,108 min,"Action-Adventure, Animation, Family",Moana and Maui set sail on a journey across the ocean to save the world.,disney,108,min
s1090,Movie,Mom's Got a Date With a Vampire,"Matthew O'Leary, Laura Vandervoort, Myles Jeffrey, Caroline Rhea, Charles Shaughnessy, Robert Carradine",2000,83 min,"Comedy, Fantasy",Two kids set up their mom on a date with a vampire.,disney,83,min
s1091,Movie,Monsters University,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Peter Sohn, Joel Murray",2013,104 min,"Animation, Buddy, Comedy",Discover how Mike and Sulley first met at Monsters University.,disney,104,min
s1092,Movie,"Monsters, Inc.","John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly",2001,93 min,"Animation, Buddy, Comedy",A little girl named Boo wanders into the world of monsters.,disney,93,min
s1093,Movie,Motocrossed,"Alana Austin, Riley Smith, Mary-Margaret Humes, Trever O'Brien, Timothy Carhart, Scott Terra",2001,92 min,"Drama, Sports",Andi takes her brother's spot in a motocross race after he injures his leg.,disney,92,min
s1094,Movie,Mr. Boogedy,"Richard Masur, Mimi Kennedy, Benjamin Gregory, David Faustino, Kristy Swanson, Howard Witt",1986,46 min,"Comedy, Fantasy",A New England family finds their new home is haunted by a local legend.,disney,46,min
s1095,Movie,Mr. Duck Steps Out,sin dato,1940,9 min,"Animation, Comedy, Family",Donald attempts to court Daisy. See details for advisory.,disney,9,min
s1096,Movie,Mr. Mouse Takes a Trip,sin dato,1940,8 min,"Animation, Comedy, Family",Mickey Mouse and Pluto hit the road - and run into trouble. See details for advisory.,disney,8,min
s1097,Movie,Mulan II,"Ming-Na Wen, B.D. Wong, Mark Moseley, Lucy Liu, Harvey Fierstein, Sandra Oh",2005,82 min,"Action-Adventure, Animation, Family",Mulan must complete a dangerous mission before marrying General Shang.,disney,82,min
s1098,TV Show,Muppet Moments (Shorts),sin dato,2014,1 Season,"Anthology, Comedy, Kids",Join the Muppets as they share unforgettable moments.,disney,1,Season
s1099,Movie,Muppet Treasure Island,"Tim Curry, Kevin Bishop, Billy Connolly, Jennifer Saunders, Dave Goelz, Steve Whitmire",1996,101 min,"Action-Adventure, Comedy, Family",The classic pirate tale gets a fun and zany Muppet twist.,disney,101,min
s1100,Movie,Muppets Most Wanted,"Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire, Eric Jacobson, Dave Goelz",2014,111 min,"Action-Adventure, Comedy, Family",The Muppets find themselves entangled in an international crime caper.,disney,111,min
s1101,Movie,My Favorite Martian,"Jeff Daniels, Christopher Lloyd, Elizabeth Hurley, Daryl Hannah, Wallace Shawn, Christine Ebersole",1999,94 min,"Comedy, Science Fiction",A TV reporter happens on the story of the millennium when a Martian lands on Earth.,disney,94,min
s1102,TV Show,My Friends Tigger & Pooh,Jim Cummings,2006,2 Seasons,"Animation, Kids","Pooh, Tigger, and friends from the Hundred Acre Wood welcome new neighbors",disney,2,Seasons
s1103,Movie,National Treasure: Book of Secrets,"Nicolas Cage, Jon Voight, Harvey Keitel, Ed Harris, Diane Kruger, Justin Bartha",2007,125 min,"Action-Adventure, Mystery, Thriller",Ben Gates must kidnap the president to prove his ancestor's innocence.,disney,125,min
s1104,Movie,Newsies,"Christian Bale, David Moscow, Bill Pullman, Gabriel Damon, Luke Edwards, Max Casella",1992,122 min,"Coming of Age, Drama, Family",New York City paperboys battle a greedy newspaper tycoon in 1899.,disney,122,min
s1105,Movie,Newsies: The Broadway Musical,"Jeremy Jordan, Kara Lindsay, Ben Fankhauser, Andrew Keenan-Bolger, Steve Blanchard, Aisha de Haas",2017,134 min,"Coming of Age, Drama, Family",Gutsy newsboys take on newspaper titans in 1899. Filmed live in Hollywood.,disney,134,min
s1106,Movie,Noelle,"Anna Kendrick, Bill Hader, Kingsley Ben-Adir, Billy Eichner, Julie Hagerty, Shirley MacLaine",2019,105 min,"Comedy, Family, Fantasy",Kris Kringle's daughter must find her brother and bring him back in time to save Christmas.,disney,105,min
s1107,Movie,Now You See It,"Alyson Michalka, Johnny Pacar, Frank Langella, Brendan Hill, Chris Olivero, Gabriel Sunday",2005,89 min,"Coming of Age, Fantasy",An aspiring TV producer searches for the world's greatest kid magician.,disney,89,min
s1108,Movie,Olaf's Frozen Adventure,"Josh Gad, Idina Menzel, Kristen Bell, Jonathan Groff, Chris Williams, John de Lancie",2017,25 min,"Animation, Comedy, Family",Olaf and Sven set out to save Christmas for Anna and Elsa.,disney,25,min
s1109,Movie,Old Yeller,"Dorothy McGuire, Fess Parker, Jeff York, Chuck Connors, Beverly Washburn, Tommy Kirk",1957,84 min,"Animals & Nature, Drama, Family",The quintessential film about a boy's love for his dog.,disney,84,min
s1110,Movie,Oliver & Company,"Joey Lawrence, Billy Joel, Cheech Marin, Richard Mulligan, Roscoe Browne, Sheryl Ralph",1988,76 min,"Action-Adventure, Animation, Musical",A feisty young cat explores New York in this animated spin on Oliver Twist.,disney,76,min
s1111,Movie,Once Upon a Mattress,"Carol Burnett, Tracey Ullman, Denis O'Hare, Zooey Deschanel, Michael Boatman, Edward Hibbert",2005,88 min,"Comedy, Family, Fantasy","A fractured retelling of the classic ""The Princess and The Pea.""",disney,88,min
s1112,Movie,One Magic Christmas,"Mary Steenburgen, Gary Basaraba, Elizabeth Harnois, Arthur Hill, Wayne Robson, Jan Rubes",1985,89 min,"Drama, Fantasy",A young mother rediscovers the joy of Christmas thanks to the unshakable faith of her daughter.,disney,89,min
s1113,Movie,One Man Band,sin dato,2006,5 min,"Animation, Comedy, Family",A girl gets caught in the middle of a musical duel.,disney,5,min
s1114,Movie,Operation Dumbo Drop,"Danny Glover, Ray Liotta, Denis Leary, Doug Doug, Corin Nemec, Tcheky Karyo",1995,109 min,"Action-Adventure, Animals & Nature, Comedy",Soldiers secretly transport an elephant across 200 miles of rugged terrain.,disney,109,min
s1115,TV Show,Origins: The Journey of Humankind,"Mark Monroe, Jason Silva",2016,1 Season,"Docuseries, Historical","Hosted by Jason Silva, this eight-part series illuminates key developments in human culture.",disney,1,Season
s1116,TV Show,Out of the Box,"Vivian Bayubay, Tony James, Jill Schackner, Aleisha Allen, Cece Cortes, Nicholas Eng",1998,3 Seasons,Kids,A group of children come and play in a clubhouse made entirely out of painted cardboard boxes.,disney,3,Seasons
s1117,Movie,Paris To Pittsburgh,Rachel Brosnahan,2018,77 min,Documentary,Americans are demanding action on climate change and taking matters into their own hands.,disney,77,min
s1118,Movie,Partly Cloudy,"Tony Fucile, Lori Richardson",2009,6 min,"Animation, Comedy, Family",Cloud people bring babies to life to storks to deliver,disney,6,min
s1119,Movie,Party Central,"John Goodman, Billy Crystal, Dave Foley, Sean Hayes, Joel Murray, Charlie Day",2014,7 min,"Animation, Comedy, Family",Mike and Sulley return to Monsters University.,disney,7,min
s1120,Movie,Perri,Winston Hibler,1957,75 min,"Animals & Nature, Documentary, Family",The story of a little Pine Squirrel named Perri and her life in the forest.,disney,75,min
s1121,Movie,Pete's Dragon,"Bryce Howard, Oakes Fegley, Wes Bentley, Karl Urban, Oona Laurence, Isiah Whitlock Jr.",2016,106 min,"Action-Adventure, Family, Fantasy",A mysterious boy claims to live in the woods with a giant green dragon.,disney,106,min
s1122,Movie,Peter Pan,"Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel, Paul Collins",1953,79 min,"Action-Adventure, Animation, Family",Adventures await when Peter Pan and his friends fly to Never Land. See details for advisory.,disney,79,min
s1123,Movie,Peter Pan: Return to Never Land,"Harriet Owen, Blayne Weaver, Corey Burton, Jeff Bennett, Kath Soucie, Andrew McDonough",2002,77 min,"Action-Adventure, Animation, Family",Wendy's daughter Jane is whisked away to Never Land by Captain Hook.,disney,77,min
s1124,Movie,Phantom of the Megaplex,"Taylor Handley, Corinne Bohrer, Caitlin Wachs, Jacob Smith, Rich Hutchman, John Novak",2000,89 min,"Comedy, Coming of Age",A phantom haunting a local megaplex threatens to ruin a premiere gala.,disney,89,min
s1125,TV Show,Phil of the Future,"Ricky Ullman, Amy Bruckner, Craig Anton, Lise Simms, Alyson Michalka",2003,2 Seasons,"Comedy, Coming of Age, Kids",Phil is just your average teenager – whose family crash-landed here from the year 2121.,disney,2,Seasons
s1126,TV Show,Phineas and Ferb,"Vincent Martella, Ashley Tisdale, Thomas Sangster, Caroline Rhea, Alyson Stoner, Mitchel Musso",2007,4 Seasons,"Action-Adventure, Animation, Comedy",Phineas and Ferb have big summertime adventures with friends.,disney,4,Seasons
s1127,Movie,Phineas and Ferb the Movie: Across the 2nd Dimension,"Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire",2011,79 min,"Action-Adventure, Animation, Comedy",Phineas and Ferb jump dimensions and learn Perry is a real secret agent.,disney,79,min
s1128,Movie,Phineas and Ferb: Mission Marvel,"Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire",2013,46 min,"Action-Adventure, Animation, Comedy",Two Universes Collide In One Epic Adventure!,disney,46,min
s1129,Movie,Piglet's Big Movie,"John Fiedler, Jim Cummings, Andre Stojka, Kath Soucie, Nikita Hopkins, Peter Cullen",2003,78 min,"Action-Adventure, Animation, Kids","When Piglet disappears, his friends band together to find him.",disney,78,min
s1130,Movie,Pinocchio,"Dickie Jones, Christian Rub, Cliff Edwards, Evelyn Venable, Walter Catlett, Charles Judels",1940,90 min,"Animation, Family, Fantasy",A little wooden puppet yearns to become a real boy.,disney,90,min
s1131,Movie,Piper,sin dato,2016,6 min,"Animals & Nature, Animation, Family",A sandpiper exploring by the shore encounters scary waves.,disney,6,min
s1132,Movie,Pirates of the Caribbean: At World's End,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy, Chow Yun-Fat",2007,169 min,"Action-Adventure, Fantasy",An alliance forms to rescue Captain Jack Sparrow from Davy Jones' locker.,disney,169,min
s1133,Movie,Pirates of the Caribbean: Dead Man's Chest,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy, Jack Davenport",2006,152 min,"Action-Adventure, Fantasy","Captain Jack Sparrow must seize the ""Dead Man's Chest"" to cheat death.",disney,152,min
s1134,Movie,Pirates of the Caribbean: The Curse of the Black Pearl,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Kevin McNally",2003,144 min,"Action-Adventure, Fantasy",Jack Sparrow and Will Turner partner to save the governor's daughter.,disney,144,min
s1135,TV Show,Pixar In Real Life,sin dato,2019,1 Season,"Anthology, Comedy, Family",Characters and moments from Pixar films are brought to life to the surprise of real people.,disney,1,Season
s1136,Movie,Pixel Perfect,"Ricky Ullman, Leah Pipes, Spencer Redford, Chris Williams, Tania Gunadi, Porscha Coleman",2004,90 min,"Comedy, Coming of Age, Music",A techno whiz must protect his hologram from falling into the wrong hands.,disney,90,min
s1137,Movie,Planet of the Birds,Rodd Houston,2018,45 min,"Animals & Nature, Documentary, Family","Tough and versatile, birds live in almost every habitat across the world.",disney,45,min
s1138,Movie,Pluto and the Gopher,sin dato,1950,7 min,"Animation, Comedy, Family",Pluto tries to catch a gopher in Minnie's garden. See details for advisory.,disney,7,min
s1139,Movie,Pluto's Christmas Tree,"Jimmy MacDonald, Pinto Colvig, Clarence Nash, Ruth Clifford, Dessie Miller",1952,7 min,"Animation, Family, Kids",Pluto and Mickey bring home a special Christmas Tree. See details for advisory.,disney,7,min
s1140,Movie,Pluto's Surprise Package,sin dato,1949,7 min,"Animation, Comedy, Family","Pluto tries to bring in the mail, but one parcel refuses to cooperate. See details for advisory.",disney,7,min
s1141,Movie,Pluto's Sweater,sin dato,1949,7 min,"Animation, Comedy, Family",Pluto hates the sweater that Minnie knits for him. See details for advisory.,disney,7,min
s1142,Movie,Pocahontas,"Irene Bedard, Judy Kuhn, Mel Gibson, David Ogden Stiers, John Kassir, Russell Means",1995,85 min,"Action-Adventure, Animation, Family",Free-spirited Pocahontas must find her own path.,disney,85,min
s1143,Movie,Pocahontas II: Journey to a New World,"Irene Bedard, Jim Cummings, Donal Gibson, Finola Hughes, Linda Hunt, Judy Kuhn",1998,77 min,"Action-Adventure, Animation, Family",Pocahontas sets sail for England and the allure of life in a new land.,disney,77,min
s1144,Movie,Pollyanna,"Jane Wyman, Richard Egan, Karl Malden, Nancy Olson, Adolphe Menjou, Donald Crisp",1960,135 min,"Coming of Age, Drama, Family","An orphan brings sunshine into the lives of everyone she meets, despite her stifling aunt.",disney,135,min
s1145,Movie,Pooh's Grand Adventure: The Search for Christopher Robin,"Jim Cummings, John Fiedler, Ken Sansom, Andre Stojka, Peter Cullen, Brady Bluhm",1997,78 min,"Action-Adventure, Animation, Kids",Pooh and his pals set off on an adventure to find their best friend.,disney,78,min
s1146,Movie,Pooh's Heffalump Movie,"Jim Cummings, John Fiedler, Nikita Hopkins, Kath Soucie, Ken Sansom, Peter Cullen",2005,73 min,"Action-Adventure, Animation, Kids",Pooh and his friends are shocked when Roo befriends a playful Heffalump.,disney,73,min
s1147,Movie,Presto,sin dato,2008,5 min,"Animation, Family, Kids",Presto forgets to feed his rabbit one too many times.,disney,5,min
s1148,Movie,Princess Protection Program,"Demi Lovato, Selena Gomez, Nicholas Braun, Molly Hagan, Johnny Rodriguez, Jamie Chung",2009,90 min,"Buddy, Comedy, Coming of Age",Royalty and roughing it collide when a princess moves in with a tomboy.,disney,90,min
s1149,Movie,Purl,"Bret Parker, Emily Davis, Kelsey Mann, Austin Madison, Erik Langley, Michael Daley",2019,12 min,"Animation, Comedy, Family",Purl gets a job at a start-up and must decide how far is she willing to go to be accepted.,disney,12,min
s1150,TV Show,Quack Pack,"Tony Anselmo, James Avery, Brian Cummings, E.G. Daily, Jeannie Elias, Pamela Segall",1996,1 Season,"Action-Adventure, Animation, Comedy","This cartoon follows on from the 1980's cartoon ""DuckTales"".",disney,1,Season
s1151,Movie,Queen of Katwe,"David Oyelowo, Lupita Nyong'o, Madina Nalwanga, Martin Kabanza, Taryn Kyaze, Esther Tebandeke",2016,125 min,"Biographical, Drama, Sports",A Ugandan girl’s life changes forever when she discovers she has an amazing talent for chess.,disney,125,min
s1152,Movie,Quints,"Kimberly Brown, Daniel Roebuck, Elizabeth Morehead, Shadia Simmons, Jake Epstein, Vince Corazza",2000,83 min,"Comedy, Coming of Age",Jamie is the center of attention until her mom gives birth to quintuplets.,disney,83,min
s1153,Movie,Ratatouille,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn, Peter O'Toole",2007,111 min,"Animation, Comedy, Family",A determined young rat dreams of becoming a French chef.,disney,111,min
s1154,Movie,Read It and Weep,"Kay Panabaker, Jason Dolley, Robin Riker, Tom Virtue, Alexandra Krosney, Danielle Panabaker",2006,85 min,"Comedy, Coming of Age, Drama",Jamie's journal accidentally becomes a best-selling book.,disney,85,min
s1155,Movie,Ready to Run,"Krissy Perez, Jason Dohring, Lillian Hurst, Jon Brazier, Nestor Serrano, Theresa Saldana",2000,89 min,"Animals & Nature, Coming of Age, Family",Corrie dreams of becoming a jockey despite her father's race-related death.,disney,89,min
s1156,Movie,Recess: All Growed Down,"Rickey Collins, Jason Davis, Ashley Johnson, Myles Jeffrey, Andrew Lawrence, Ross Malinger",2003,61 min,"Animation, Comedy, Family",T.J. and the gang are captured by the kindergartners.,disney,61,min
s1157,Movie,Recess: School's Out,"Rickey Collins, Jason Davis, Ashely Johnson, Andy Lawrence, Courtland Mead, Pam Segall",2001,87 min,"Animation, Comedy, Family",Third Street Elementary students band together to save summer break.,disney,87,min
s1158,Movie,Recess: Taking the 5th Grade,"Rickey Collins, Jason Davis, Myles Jeffrey, Ashley Johnson, Courtland Mead, Pamela Adlon",2003,63 min,"Animation, Comedy, Family",The gang graduates to the fifth grade but discovers some unwelcome changes.,disney,63,min
s1159,Movie,Red's Dream,sin dato,1987,4 min,"Animation, Drama, Family","Red, a unicycle, dreams that he steals the show.",disney,4,min
s1160,Movie,Remember the Titans,"Denzel Washington, Will Patton, Donald Faison, Wood Harris, Ryan Hurst, Ethan Suplee",2000,114 min,"Drama, Historical, Sports",An African-American coach leads a newly integrated high school football team in 1970s Virginia.,disney,114,min
s1161,Movie,Rescue Dog,sin dato,1947,7 min,"Animation, Comedy, Family",Rescue dog Pluto must deal with a playful seal pup. See details for advisory.,disney,7,min
s1162,Movie,Return from Witch Mountain,"Bette Davis, Christopher Lee, Kim Richards, Ike Eisenmann, Jack Soo, Anthony James",1978,94 min,"Action-Adventure, Family, Science Fiction",Sinister masterminds manipulate a boy's supernatural powers for their own devious gain.,disney,94,min
s1163,Movie,Return to Halloweentown,"Sara Paxton, Judith Hoag, Lucas Grabeel, J. Zimmerman, Kristy Wu, Keone Young",2006,89 min,"Family, Fantasy",Marnie Piper holds the key to Witch University's ultimate secret.,disney,89,min
s1164,Movie,Return to Oz,"Nicol Williamson, Jean Marsh, Piper Laurie, Matt Clark, Fairuza Balk, Michael Sundin",1985,110 min,"Action-Adventure, Family, Fantasy",Dorothy battles the wicked Princess Mombi and the evil Nome King to restore the Emerald City.,disney,110,min
s1165,Movie,Richie Rich's Christmas Wish,"David Gallagher, Eugene Levy, Keene Curtis, Jake Richardson, Martin Mull, Lesley Warren",1998,85 min,"Action-Adventure, Comedy, Family",A wishing machine transports Richie Rich to an alternate universe.,disney,85,min
s1166,Movie,Right on Track,"Beverley Mitchell, Brie Larson, Marcus Toji, Jodi Russell, Jon Lindstrom, Ruby O'Neil",2003,88 min,"Buddy, Family, Sports",Two sisters fight for their place in male-dominated junior drag racing.,disney,88,min
s1167,Movie,Riley’s First Date?,"Lori Alan, Carlos Alazraqui, Lewis Black, Josh Cooley, Ben Cox, Kaitlyn Dias",2015,8 min,"Animation, Comedy, Coming of Age",A boy shows up at Riley's door.,disney,8,min
s1168,Movie,Rip Girls,"Camilla Belle, Dwier Brown, Stacie Hess, Brian Stark, Jeanne Mori, Lauren Sinclair",2000,87 min,"Coming of Age, Drama",Sydney questions a decision to sell her inherited Hawaiian land.,disney,87,min
s1169,Movie,Robin Hood,"Roger Miller, Peter Ustinov, Terry-Thomas , Brian Bedford, Monica Evans, Phil Harris",1973,85 min,"Action-Adventure, Animation, Family",Disney's animated classic tale of England's legendary hero.,disney,85,min
s1170,TV Show,Rocky Mountain Animal Rescue,Chopper Bernet,2018,1 Season,"Animals & Nature, Docuseries, Family",Officers and vets in the Pike's Peak area of Colorado handle thousands of animal emergencies a year.,disney,1,Season
s1171,Movie,Rogue One: A Star Wars Story,"Felicity Jones, Diego Luna, Ben Mendelsohn, Donnie Yen, Mads Mikkelsen, Alan Tudyk",2016,134 min,"Action-Adventure, Science Fiction",Unlikely heroes band together to steal the plans to the Death Star.,disney,134,min
s1172,Movie,Roving Mars,"Paul Newman, Steve Squyres, Rob Manning, Dr. Elachi, Wayne Lee",2006,41 min,"Documentary, Family",Explore the surface of the red planet through the eyes of two NASA rovers.,disney,41,min
s1173,Movie,Ruby Bridges,"Penelope Miller, Kevin Pollak, Michael Beach, Jean Kelly, Peter James, Patrika Darbo",1998,90 min,"Biographical, Drama, Historical",A little girl becomes the first African-American to integrate her school.,disney,90,min
s1174,Movie,Sacred Planet,"Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui, Cy Peck Jr., Mutang Urud",2004,47 min,"Animals & Nature, Documentary, Family",Visit some of the most exotic and beautiful places still in existence.,disney,47,min
s1175,Movie,Saludos Amigos,Fred Shields,1943,42 min,"Animation, Comedy, Family",Four animated shorts with Donald Duck and Goofy are set to a samba beat. See details for advisory.,disney,42,min
s1176,Movie,"Sammy, The Way-Out Seal","Jack Carson, Robert Culp, Patricia Barry, Elisabeth Fraser, Michael McGreevey, Billy Mummy",1962,43 min,"Animals & Nature, Comedy, Family",Two young brothers adopt an injured seal…without telling their parents. See details for advisory.,disney,43,min
s1177,Movie,Sanjay's Super Team,"Brenton Schraff, Sunny Attar, Arun Rao, Jaquelynn Herrera",2015,7 min,"Action-Adventure, Animation, Family",Young Sanjay daydreams of Hindu gods as superheroes.,disney,7,min
s1178,Movie,Santa Paws 2: The Santa Pups,"Cheryl Ladd, George Newbern, Pat Finn, Danny Woodburn, Obba Babatunde, Paul Rae",2012,92 min,"Fantasy, Musical","When holiday spirit mysteriously begins to disappear, the Santa Pups race to save Christmas.",disney,92,min
s1179,Movie,Santa's Workshop,sin dato,1932,7 min,"Animation, Family, Fantasy",Santa and his elves make toys to deliver on Christmas Eve See details for advisory.,disney,7,min
s1180,Movie,Saving Mr. Banks,"Emma Thompson, Tom Hanks, Colin Farrell, Paul Giamatti, Jason Schwartzman, Bradley Whitford",2013,129 min,"Biographical, Drama, Historical","Discover the untold story behind Walt Disney's 20-year effort to bring ""Mary Poppins"" to life.",disney,129,min
s1181,Movie,Science Fair,"Anjali Chadha, Ryan Folz, Harsha Paladugu, Abraham Riedel-Mishaan, Kashfia Rahman, Ivo Zell",2018,91 min,"Documentary, Family",Nine high school students compete at the International Science and Engineering Fair.,disney,91,min
s1182,Movie,Sea of Hope: America's Underwater Treasures,Max Kennedy,2017,47 min,"Action-Adventure, Animals & Nature, Documentary",Oceanographer Sylvia Earle sets out to inspire the creation of 'blue parks' to protect the ocean.,disney,47,min
s1183,Movie,Secret of The Wings,"Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett, Lucy Liu, Raven-Symoné",2012,79 min,"Animation, Fantasy, Kids",Tink crosses into the forbidden Winter Woods and finds she has a sister.,disney,79,min
s1184,Movie,Secretariat,"Diane Lane, John Malkovich, Dylan Walsh, James Cromwell, Kevin Connolly, Nelsan Ellis",2010,124 min,"Animals & Nature, Biographical, Drama","A housewife becomes the unlikely owner of a racehorse, then risks it all to make him a champion.",disney,124,min
s1185,Movie,Secrets of Christ's Tomb: Explorer Special,sin dato,2017,47 min,"Documentary, Historical",A team of experts races to repair the structure housing Christ’s tomb.,disney,47,min
s1186,Movie,Secrets of Life,Winston Hibler,1956,70 min,"Animals & Nature, Documentary, Family",Discover Mother Nature’s secrets with a look at our ever-evolving planet.,disney,70,min
s1187,Movie,Secrets of the King Cobra,Andre Braugher,2012,47 min,"Animals & Nature, Documentary",A new scientific expedition follows the king cobra into the wild for the first time.,disney,47,min
s1188,TV Show,Shake It Up,"Bella Thorne, Zendaya , Davis Cleveland, Roshon Fegan, Adam Irigoyen, Kenton Duty",2010,3 Seasons,"Buddy, Comedy, Coming of Age",Best friends attend high school and dance professionally.,disney,3,Seasons
s1189,Movie,Sharks of Lost Island,Chris McLinden,2013,45 min,"Action-Adventure, Animals & Nature, Documentary",A team of explorers sets out to explore the sea and land of the remote Pitcairn Islands.,disney,45,min
s1190,Movie,Sharpay's Fabulous Adventure,"Ashley Tisdale, Austin Butler, Cameron Goodman, Bradley Perry, Alec Mapa, Jack Plotnick",2011,92 min,"Comedy, Coming of Age, Music",Aspiring diva Sharpay leaves suburbia and hits Broadway…and hits it hard.,disney,92,min
s1191,Movie,Shipwrecked,"Stian Smestad, Trond Peter Munch, Louisa Haigh, Gabriel Byrne, Bjørn Sundquist, Eva von Hanno",1991,93 min,"Action-Adventure, Coming of Age, Family",A cabin boy must outwit a ruthless gang of pirates while shipwrecked on a jungle island.,disney,93,min
s1192,TV Show,Silver Surfer,"Paul Essiembre, James Blendick, Robert Bockstael, Jennifer Daley, Colin Fox",1997,1 Season,"Action-Adventure, Animation, Kids",The adventures of the cosmic wanderer as he seeks his lost home after rebelling from his master.,disney,1,Season
s1193,Movie,Simpsons Movie,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Harry Shearer, Hank Azaria",2007,88 min,"Action-Adventure, Animation, Comedy",Homer must save the world from a catastrophe he himself created.,disney,88,min
